date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:54:43	124704/124704	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%225ea1c6a7-1e720%22	https://paul-themes.com/html/hayley/fonts/LineIcons.eot	C:/My%20Web%20Sites/Bryan%20Portafolio/paul-themes.com/html/hayley/fonts/LineIcons.eot	(from https://paul-themes.com/html/hayley/css/LineIcons.css)
16:54:44	51676/51676	---M--	200	added ('OK')	application/font-woff2	etag:%225ea1c6a9-c9dc%22	https://paul-themes.com/html/hayley/fonts/LineIcons.woff2	C:/My%20Web%20Sites/Bryan%20Portafolio/paul-themes.com/html/hayley/fonts/LineIcons.woff2	(from https://paul-themes.com/html/hayley/css/LineIcons.css)
16:54:44	64732/64732	---M--	200	added ('OK')	application/font-woff	etag:%225ea1c6a8-fcdc%22	https://paul-themes.com/html/hayley/fonts/LineIcons.woff	C:/My%20Web%20Sites/Bryan%20Portafolio/paul-themes.com/html/hayley/fonts/LineIcons.woff	(from https://paul-themes.com/html/hayley/css/LineIcons.css)
16:54:45	20764/20764	---M--	200	added ('OK')	application/font-woff2	etag:%225ea1c6a9-511c%22	https://paul-themes.com/html/hayley/fonts/monumentextended-regular-webfont.woff2	C:/My%20Web%20Sites/Bryan%20Portafolio/paul-themes.com/html/hayley/fonts/monumentextended-regular-webfont.woff2	(from https://paul-themes.com/html/hayley/css/style.css)
16:54:46	124532/124532	---M--	200	added ('OK')	application/octet-stream	etag:%225ea1c6a8-1e674%22	https://paul-themes.com/html/hayley/fonts/LineIcons.ttf	C:/My%20Web%20Sites/Bryan%20Portafolio/paul-themes.com/html/hayley/fonts/LineIcons.ttf	(from https://paul-themes.com/html/hayley/css/LineIcons.css)
16:54:46	27656/27656	---M--	200	added ('OK')	application/font-woff	etag:%225ea1c6a9-6c08%22	https://paul-themes.com/html/hayley/fonts/monumentextended-regular-webfont.woff	C:/My%20Web%20Sites/Bryan%20Portafolio/paul-themes.com/html/hayley/fonts/monumentextended-regular-webfont.woff	(from https://paul-themes.com/html/hayley/css/style.css)
16:54:47	47348/47348	---M--	200	added ('OK')	image/png	etag:%225ea1c6ae-b8f4%22	https://paul-themes.com/html/hayley/img/bg-personal-intro.png	C:/My%20Web%20Sites/Bryan%20Portafolio/paul-themes.com/html/hayley/img/bg-personal-intro.png	(from https://paul-themes.com/html/hayley/css/style.css)
16:54:47	610039/610039	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225ea1c6a7-94ef7%22	https://paul-themes.com/html/hayley/fonts/LineIcons.svg	C:/My%20Web%20Sites/Bryan%20Portafolio/paul-themes.com/html/hayley/fonts/LineIcons.svg	(from https://paul-themes.com/html/hayley/css/LineIcons.css)
16:54:48	1291171/1291171	---M--	200	added ('OK')	image/png	etag:%225ea1c6ad-13b3a3%22	https://paul-themes.com/html/hayley/img/bg-personal-intro-man.png	C:/My%20Web%20Sites/Bryan%20Portafolio/paul-themes.com/html/hayley/img/bg-personal-intro-man.png	(from https://paul-themes.com/html/hayley/css/style.css)
16:54:48	8189/8189	---M--	200	added ('OK')	image/png	etag:%225ea1c6ac-1ffd%22	https://paul-themes.com/html/hayley/img/bg-personal-experience-glasses.png	C:/My%20Web%20Sites/Bryan%20Portafolio/paul-themes.com/html/hayley/img/bg-personal-experience-glasses.png	(from https://paul-themes.com/html/hayley/css/style.css)
16:54:48	11723/11723	---M--	200	added ('OK')	image/png	etag:%225ea1c6ac-2dcb%22	https://paul-themes.com/html/hayley/img/bg-personal-experience-device.png	C:/My%20Web%20Sites/Bryan%20Portafolio/paul-themes.com/html/hayley/img/bg-personal-experience-device.png	(from https://paul-themes.com/html/hayley/css/style.css)
16:54:48	45738/45738	---M--	200	added ('OK')	image/png	etag:%225ea1c6ab-b2aa%22	https://paul-themes.com/html/hayley/img/bg-personal-awards.png	C:/My%20Web%20Sites/Bryan%20Portafolio/paul-themes.com/html/hayley/img/bg-personal-awards.png	(from https://paul-themes.com/html/hayley/css/style.css)
16:54:49	14590/14590	---M--	200	added ('OK')	image/png	etag:%225ea1c6ac-38fe%22	https://paul-themes.com/html/hayley/img/bg-personal-experience-briefcase.png	C:/My%20Web%20Sites/Bryan%20Portafolio/paul-themes.com/html/hayley/img/bg-personal-experience-briefcase.png	(from https://paul-themes.com/html/hayley/css/style.css)
16:54:49	48978/48978	---M--	200	added ('OK')	image/png	etag:%225ea1c6ac-bf52%22	https://paul-themes.com/html/hayley/img/bg-personal-clients.png	C:/My%20Web%20Sites/Bryan%20Portafolio/paul-themes.com/html/hayley/img/bg-personal-clients.png	(from https://paul-themes.com/html/hayley/css/style.css)
16:54:49	4421/4421	---M--	200	added ('OK')	image/png	etag:%225ea1c6b1-1145%22	https://paul-themes.com/html/hayley/img/icon-partners.png	C:/My%20Web%20Sites/Bryan%20Portafolio/paul-themes.com/html/hayley/img/icon-partners.png	(from https://paul-themes.com/html/hayley/css/style.css)
16:54:49	3455/3455	---M--	200	added ('OK')	image/png	etag:%225ea1c6b1-d7f%22	https://paul-themes.com/html/hayley/img/icon-project.png	C:/My%20Web%20Sites/Bryan%20Portafolio/paul-themes.com/html/hayley/img/icon-project.png	(from https://paul-themes.com/html/hayley/css/style.css)
16:54:50	3766/3766	---M--	200	added ('OK')	image/png	etag:%225ea1c6b2-eb6%22	https://paul-themes.com/html/hayley/img/icon-worldwide.png	C:/My%20Web%20Sites/Bryan%20Portafolio/paul-themes.com/html/hayley/img/icon-worldwide.png	(from https://paul-themes.com/html/hayley/css/style.css)
16:54:53	60018/60018	---M--	200	added ('OK')	image/png	etag:%225ea1c6b1-ea72%22	https://paul-themes.com/html/hayley/img/bg-personal-testimonials.png	C:/My%20Web%20Sites/Bryan%20Portafolio/paul-themes.com/html/hayley/img/bg-personal-testimonials.png	(from https://paul-themes.com/html/hayley/css/style.css)
16:54:55	1096333/1096333	---M--	200	added ('OK')	image/png	etag:%225ea1c6ad-10ba8d%22	https://paul-themes.com/html/hayley/img/bg-personal-intro-man2.png	C:/My%20Web%20Sites/Bryan%20Portafolio/paul-themes.com/html/hayley/img/bg-personal-intro-man2.png	(from https://paul-themes.com/html/hayley/css/style.css)
